GO	description	category	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
GO:0033617	mitochondrial respiratory chain complex IV assembly	biological process	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0
GO:0033644	host cell membrane	cellular component	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0033739	preQ1 synthase activity	molecular function	792	667	1192	671	93	80	391	84	215	227	223	291	245	269	1067	1081	1111	1490	1584	1499	343	443	890
GO:0033743	peptide-methionine (R)-S-oxide reductase activity	molecular function	1043	1138	2097	1305	234	250	1216	513	1133	1053	1022	1410	1327	1297	3240	3176	3161	4690	4927	5043	1836	2987	6182
GO:0033816	diaminobutyrate acetyltransferase activity	molecular function	12	15	46	49	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033856	pyridoxine 5'-phosphate synthase activity	molecular function	1748	1496	2623	1518	167	148	784	270	945	974	878	883	879	891	3479	3538	3423	5404	5521	5530	1059	1241	2823
GO:0033862	UMP kinase activity	molecular function	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033897	ribonuclease T2 activity	molecular function	22	29	40	0	17	18	105	31	78	96	75	147	143	146	212	208	215	808	749	722	119	121	284
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	molecular function	0	0	0	0	0	0	1	3	2	0	6	4	2	4	4	9	2	8	15	11	2	5	26
GO:0033926	glycopeptide alpha-N-acetylgalactosaminidase activity	molecular function	73	114	180	165	5	4	16	8	1	2	2	0	2	4	0	0	0	11	13	10	3	1	6
GO:0033971	hydroxyisourate hydrolase activity	molecular function	0	5	2	0	2	4	12	2	0	1	0	1	1	1	2	1	2	11	6	8	0	0	0
GO:0033990	ectoine synthase activity	molecular function	196	263	584	413	6	22	104	11	11	10	15	18	18	20	39	47	35	86	81	95	95	275	347
GO:0034061	DNA polymerase activity	molecular function	0	0	0	0	2	0	2	1	3	2	2	0	3	2	5	6	4	12	7	18	5	15	25
GO:0034194	D-galactonate catabolic process	biological process	34	33	47	0	22	31	148	32	166	151	142	334	283	325	118	125	123	1528	1598	1586	71	96	325
GO:0034219	carbohydrate transmembrane transport	biological process	0	0	0	0	2	0	5	2	1	1	1	0	3	4	0	0	0	0	0	2	0	5	8
GO:0034220	ion transmembrane transport	biological process	119	196	315	227	34	49	221	55	175	171	176	194	208	190	92	99	88	412	389	346	212	268	533
GO:0034227	tRNA thio-modification	biological process	0	0	0	0	1	0	5	2	0	0	0	1	0	0	0	2	1	0	1	1	0	5	3
GO:0034228	ethanolamine transmembrane transporter activity	molecular function	0	0	0	0	5	10	22	14	3	6	3	17	14	8	0	2	0	116	118	110	28	43	110
GO:0034229	ethanolamine transport	biological process	0	0	0	0	5	10	22	14	3	6	3	17	14	8	0	2	0	116	118	110	28	43	110
GO:0034235	GPI anchor binding	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0034257	nicotinamide riboside transmembrane transporter activity	molecular function	0	0	0	0	75	70	268	87	269	276	251	242	228	217	375	358	358	1927	1917	1919	231	298	769
GO:0034258	nicotinamide riboside transport	biological process	0	0	0	0	75	70	268	87	269	276	251	242	228	217	375	358	358	1927	1917	1919	231	298	769
GO:0034314	Arp2/3 complex-mediated actin nucleation	biological process	0	0	0	0	0	0	0	7	6	3	4	0	1	0	5	11	8	19	24	30	6	10	58
GO:0034450	ubiquitin-ubiquitin ligase activity	molecular function	0	0	0	0	1	0	3	2	0	0	0	4	1	1	4	4	1	23	25	33	2	5	17
GO:0034453	microtubule anchoring	biological process	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
GO:0034457	Mpp10 complex	cellular component	0	0	0	0	0	0	1	1	1	0	0	0	0	0	7	2	0	11	10	7	2	8	16
GO:0034464	BBSome	cellular component	0	0	0	0	0	0	0	1	0	0	1	0	0	1	3	3	1	10	12	11	0	5	26
GO:0034477	U6 snRNA 3'-end processing	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
GO:0034508	centromere complex assembly	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0
GO:0034599	cellular response to oxidative stress	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0034618	arginine binding	molecular function	0	0	0	0	33	56	254	45	45	49	47	89	87	72	101	107	91	86	74	98	186	252	427
GO:0034639	L-amino acid efflux transmembrane transporter activity	molecular function	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	62	50	79	0	1	38
GO:0034755	iron ion transmembrane transport	biological process	0	0	0	0	4	1	15	14	2	1	0	3	3	2	4	1	2	22	25	23	1	3	8
GO:0034968	histone lysine methylation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0
GO:0035023	regulation of Rho protein signal transduction	biological process	0	0	0	0	2	4	13	24	25	19	16	6	4	2	79	59	59	33	33	27	21	89	135
GO:0035091	phosphatidylinositol binding	molecular function	0	1	1	0	1	0	3	14	15	7	9	4	9	7	23	19	27	96	95	99	5	39	124
GO:0035257	nuclear hormone receptor binding	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	1	1	0	0	0	0	1
GO:0035269	protein O-linked mannosylation	biological process	0	0	0	0	1	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0035299	inositol pentakisphosphate 2-kinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	1	0
GO:0035429	gluconate transmembrane transport	biological process	8	2	6	0	39	60	241	93	396	396	346	339	303	292	97	95	91	4254	4271	4139	237	304	1678
GO:0035434	copper ion transmembrane transport	biological process	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	1	3	7	7	1	1	5
GO:0035435	phosphate ion transmembrane transport	biological process	10	16	20	9	1	1	11	1	0	1	0	1	3	3	0	1	1	0	0	0	0	2	0
GO:0035438	cyclic-di-GMP binding	molecular function	5110	3855	7156	3757	157	154	647	229	220	197	187	225	264	207	3413	3381	3090	2228	2050	1945	11	26	30
GO:0035444	nickel cation transmembrane transport	biological process	108	85	152	61	19	26	162	49	65	58	54	141	125	132	84	103	104	259	244	215	50	71	115
GO:0035556	intracellular signal transduction	biological process	1701	1762	3142	1740	1436	1633	7916	2354	4871	4818	4825	8114	7891	7818	8577	8141	7845	8966	8901	8678	5926	14241	13556
GO:0036038	MKS complex	cellular component	0	0	0	0	0	0	0	4	0	0	1	0	0	0	3	2	5	3	8	10	1	5	7
GO:0036065	fucosylation	biological process	0	0	1	0	0	0	1	1	0	0	0	0	1	2	11	4	15	48	35	46	0	7	69
GO:0036094	small molecule binding	molecular function	0	0	0	0	1	0	11	7	2	1	2	5	7	9	3	5	2	2	2	1	14	25	44
GO:0036128	CatSper complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
GO:0036361	racemase activity, acting on amino acids and derivatives	molecular function	6	10	17	0	185	198	894	391	295	271	253	488	432	439	652	548	577	1858	1791	1577	71	101	219
GO:0036370	D-alanyl carrier activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	molecular function	0	0	0	0	3	1	8	27	17	14	13	6	11	14	46	44	45	110	101	106	23	79	301
GO:0039694	viral RNA genome replication	biological process	0	0	0	0	0	0	12	2	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0
GO:0040001	establishment of mitotic spindle localization	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO:0040007	growth	biological process	0	0	0	0	1	5	16	8	2	2	1	8	7	8	4	5	6	6	7	15	5	37	9
GO:0042025	host cell nucleus	cellular component	0	0	0	0	1	0	2	0	0	1	2	1	1	0	4	4	4	2	1	2	0	0	0
GO:0042026	protein refolding	biological process	255	240	469	302	53	67	303	146	28	22	17	49	45	45	108	93	125	126	149	144	0	1	0
GO:0042030	ATPase inhibitor activity	molecular function	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	3	0	0	0	0	1	3
GO:0042073	intraciliary transport	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	3	1	12	12	8	0	5	35
GO:0042128	nitrate assimilation	biological process	2797	2809	5065	3020	454	526	2482	659	1695	1736	1676	3251	3140	3107	6412	6618	6320	9139	9032	8986	2609	5420	6505
GO:0042132	fructose 1,6-bisphosphate 1-phosphatase activity	molecular function	952	819	1417	746	373	453	2025	549	1136	1136	1028	2355	2218	2238	2462	2324	2367	2808	2779	2718	2361	5454	6267
GO:0042147	retrograde transport, endosome to Golgi	biological process	0	0	0	0	2	0	0	4	1	1	0	1	2	5	7	13	8	35	25	29	0	20	67
GO:0042157	lipoprotein metabolic process	biological process	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042158	lipoprotein biosynthetic process	biological process	1916	1743	2935	1561	364	440	1891	676	1150	1132	1106	1697	1639	1568	3658	3761	3636	5362	5440	5255	883	1505	2514
GO:0042162	telomeric DNA binding	molecular function	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0
GO:0042167	heme catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0042168	heme metabolic process	biological process	0	4	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042173	regulation of sporulation resulting in formation of a cellular spore	biological process	0	0	0	0	2	2	1	3	3	4	4	7	9	13	0	0	0	0	0	0	7	19	54
GO:0042176	regulation of protein catabolic process	biological process	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	1	2	4	1	0	2	7
GO:0042246	tissue regeneration	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GO:0042254	ribosome biogenesis	biological process	649	568	1009	597	98	124	617	280	433	383	397	574	549	579	1360	1340	1375	1979	1966	1946	341	640	1412
GO:0042256	mature ribosome assembly	biological process	0	0	0	0	0	0	3	1	7	4	3	2	6	4	134	132	108	60	52	41	7	13	44
GO:0042262	DNA protection	biological process	0	0	0	0	3	4	21	10	12	7	5	18	11	9	13	13	9	16	23	10	2	3	16
GO:0042274	ribosomal small subunit biogenesis	biological process	999	777	1386	807	94	144	592	178	332	344	315	429	408	396	1534	1575	1626	2210	2209	2156	451	673	1293
GO:0042279	nitrite reductase (cytochrome, ammonia-forming) activity	molecular function	1879	1615	2747	1296	118	150	585	199	222	253	217	554	524	572	626	588	634	308	305	316	1044	2346	2145
GO:0042288	MHC class I protein binding	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042289	MHC class II protein binding	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	3
GO:0042301	phosphate ion binding	molecular function	0	0	0	0	1	0	5	1	0	0	2	0	0	1	0	2	0	3	1	2	0	0	5
GO:0042302	structural constituent of cuticle	molecular function	0	0	0	0	0	0	2	9	0	0	2	0	3	3	2	1	2	0	2	5	3	4	5
GO:0042309	homoiothermy	biological process	0	3	0	0	1	2	15	8	3	2	6	6	2	1	4	3	5	11	8	5	1	2	0
GO:0042312	regulation of vasodilation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
GO:0042325	regulation of phosphorylation	biological process	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	2	4	0	0	1	0	0	0
GO:0042384	cilium assembly	biological process	0	0	0	0	0	0	0	4	0	0	1	0	0	0	3	4	5	4	9	12	1	6	9
GO:0042393	histone binding	molecular function	0	0	0	0	1	0	6	2	1	3	2	7	5	19	11	13	13	29	20	15	9	12	15
GO:0042398	cellular modified amino acid biosynthetic process	biological process	289	470	784	484	224	293	1496	371	591	601	620	1055	1110	1053	1220	1092	1022	2438	2476	2526	632	1145	1703
GO:0042407	cristae formation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
GO:0042410	6-carboxyhexanoate-CoA ligase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	6	1	2	3
GO:0042438	melanin biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
GO:0042450	arginine biosynthetic process via ornithine	biological process	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042493	response to drug	biological process	0	0	0	0	1	0	2	47	2	0	3	1	1	2	11	16	15	20	23	26	3	5	64
GO:0042545	cell wall modification	biological process	119	65	155	79	16	19	84	34	73	78	73	90	67	71	149	166	153	509	451	470	37	64	108
GO:0042546	cell wall biogenesis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GO:0042549	photosystem II stabilization	biological process	0	0	0	0	1	1	7	1	2	1	1	6	5	7	2	5	3	18	23	18	4	11	13
GO:0042555	MCM complex	cellular component	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	4	3	2	0	3	4
GO:0042558	pteridine-containing compound metabolic process	biological process	4534	4009	7604	3984	839	909	4730	1270	3741	3648	3716	5178	5092	5051	10301	10406	10337	14736	15094	14913	6719	11583	16194
GO:0042578	phosphoric ester hydrolase activity	molecular function	521	392	771	410	32	40	125	50	57	69	60	108	109	80	486	451	381	495	527	461	78	215	285
GO:0042597	periplasmic space	cellular component	4659	4781	8140	4742	604	681	3184	831	1684	1648	1659	3030	2879	2959	4754	4741	4684	16941	17099	16427	2447	4121	7422
GO:0042600	chorion	cellular component	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO:0042601	endospore-forming forespore	cellular component	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO:0042609	CD4 receptor binding	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	1	1	0	2	2	1	1
GO:0042613	MHC class II protein complex	cellular component	0	0	0	0	0	0	1	2	2	3	0	2	1	2	4	5	5	5	5	2	1	3	12
GO:0042619	poly-hydroxybutyrate biosynthetic process	biological process	1153	1678	2993	1907	133	123	499	111	732	682	693	938	868	976	1086	997	1018	4038	4031	3992	783	785	2267
GO:0042624	ATPase activity, uncoupled	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular function	8102	7051	12490	6464	1679	1919	8999	2961	3434	3209	3039	7055	6769	6362	10251	10177	9849	14597	14339	13482	2752	6476	6879
GO:0042627	chylomicron	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0
GO:0042651	thylakoid membrane	cellular component	0	0	0	0	1	0	5	2	4	3	3	5	1	2	14	6	8	17	13	17	4	5	7
GO:0042710	biofilm formation	biological process	0	0	0	0	6	5	32	14	17	16	22	11	13	15	150	162	152	475	488	473	28	26	93
GO:0042729	DASH complex	cellular component	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2	6	0	0	0
GO:0042742	defense response to bacterium	biological process	318	534	893	657	24	30	173	47	45	41	37	119	130	105	30	21	36	98	122	94	141	364	342
GO:0042765	GPI-anchor transamidase complex	cellular component	0	0	0	0	0	0	0	5	2	2	0	1	1	0	2	1	2	4	3	2	3	20	12
GO:0042773	ATP synthesis coupled electron transport	biological process	3963	3514	6359	3744	545	663	3155	888	1365	1222	1244	2387	2291	2167	4921	5067	4815	6443	6429	6113	1696	3109	4182
GO:0042802	identical protein binding	molecular function	81	79	162	92	37	61	267	46	48	50	34	108	78	102	86	99	90	59	72	57	38	93	78
GO:0042803	protein homodimerization activity	molecular function	1303	1105	2131	1107	268	293	1406	539	834	849	789	1127	1070	1065	2228	2269	2280	3848	3639	3535	699	1225	2275
GO:0042819	vitamin B6 biosynthetic process	biological process	20	29	68	6	231	298	1378	341	684	683	652	1491	1396	1360	990	1060	957	825	758	755	1658	3913	3884
GO:0042823	pyridoxal phosphate biosynthetic process	biological process	20	29	68	6	231	298	1378	341	684	683	652	1491	1396	1360	990	1060	957	825	758	755	1658	3913	3884
GO:0042834	peptidoglycan binding	molecular function	972	1085	1912	1213	147	153	658	184	605	563	575	496	465	482	1591	1592	1526	4174	3994	4022	467	519	1382
GO:0042891	antibiotic transport	biological process	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0042919	benzoate transport	biological process	0	0	1	0	55	58	296	61	335	353	324	513	502	496	149	149	153	2687	2756	2686	347	389	1894
GO:0042925	benzoate transporter activity	molecular function	0	0	1	0	55	58	296	61	335	353	324	513	502	496	149	149	153	2687	2756	2686	347	389	1894
GO:0042953	lipoprotein transport	biological process	43	69	106	88	2	1	5	1	1	1	0	2	0	0	12	13	9	37	44	39	0	0	30
GO:0042954	lipoprotein transporter activity	molecular function	43	69	106	88	2	1	5	1	1	1	0	2	0	0	12	13	9	37	44	39	0	0	30
GO:0042981	regulation of apoptotic process	biological process	0	1	0	0	1	1	6	3	3	1	3	10	14	13	3	6	7	10	9	13	8	6	6
GO:0043015	gamma-tubulin binding	molecular function	0	0	0	0	0	0	2	3	0	2	0	0	0	1	5	5	8	9	15	18	1	3	4
GO:0043022	ribosome binding	molecular function	118	166	313	212	30	31	125	42	24	27	12	27	38	18	213	199	185	375	391	370	19	25	115
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0043039	tRNA aminoacylation	biological process	8016	7470	13191	7194	1253	1443	6803	2624	5317	5178	5046	7010	6986	6768	16809	17026	16335	25142	25670	24786	7374	12932	22801
GO:0043043	peptide biosynthetic process	biological process	753	655	1206	718	117	120	651	265	386	371	392	573	613	562	1279	1227	1242	1625	1575	1615	615	1083	2293
GO:0043044	ATP-dependent chromatin remodeling	biological process	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	3	3
GO:0043047	single-stranded telomeric DNA binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0043066	negative regulation of apoptotic process	biological process	69	91	192	110	0	0	2	0	2	3	1	3	4	1	4	0	1	54	53	47	0	4	4
GO:0043085	positive regulation of catalytic activity	biological process	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	3	4	3	2	8	0	1	5
GO:0043086	negative regulation of catalytic activity	biological process	0	0	0	0	0	0	2	1	2	4	5	5	9	12	3	3	3	289	297	321	0	4	39
GO:0043087	regulation of GTPase activity	biological process	0	0	0	0	1	0	8	12	9	8	5	1	4	2	21	20	15	6	9	10	0	24	41
GO:0043093	FtsZ-dependent cytokinesis	biological process	71	63	159	127	0	1	7	3	3	2	3	2	0	0	17	21	16	18	16	18	1	3	38
GO:0043101	purine-containing compound salvage	biological process	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043113	receptor clustering	biological process	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043115	precorrin-2 dehydrogenase activity	molecular function	466	374	611	290	64	105	454	111	129	132	129	250	234	234	702	698	689	1364	1256	1272	152	251	565
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	biological process	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	8	3	11	0	0	0
GO:0043130	ubiquitin binding	molecular function	0	0	0	0	6	9	42	8	16	21	16	61	56	56	22	24	25	9	9	11	22	39	39
GO:0043140	ATP-dependent 3'-5' DNA helicase activity	molecular function	16	15	18	0	89	101	487	159	542	505	499	591	614	534	1231	1187	1210	2291	2328	2319	512	1018	1421
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	biological process	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological process	0	0	0	0	1	3	2	4	2	3	3	9	6	15	3	3	5	12	5	11	5	8	27
GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly	biological process	53	74	144	106	14	11	46	18	1	5	4	3	3	3	38	42	30	48	62	53	0	0	0
GO:0043169	cation binding	molecular function	966	915	1713	933	105	114	544	185	206	213	184	487	486	472	894	899	941	1310	1281	1243	274	506	716
GO:0043189	H4/H2A histone acetyltransferase complex	cellular component	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular component	5572	5024	9089	4529	912	1011	4766	1564	3160	3049	2950	5298	5319	5061	10655	10515	10295	15746	15552	15119	3976	7826	10786
GO:0043231	intracellular membrane-bounded organelle	cellular component	815	783	1476	935	63	88	415	83	171	165	146	214	199	210	554	583	529	379	415	392	239	314	472
GO:0043236	laminin binding	molecular function	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043248	proteasome assembly	biological process	0	0	0	0	0	0	0	3	1	1	0	2	0	0	2	2	10	7	4	3	4	1	10
GO:0043365	[formate-C-acetyltransferase]-activating enzyme activity	molecular function	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043395	heparan sulfate proteoglycan binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0043401	steroid hormone mediated signaling pathway	biological process	1	0	0	0	2	1	3	9	6	5	3	5	2	8	1	2	2	6	3	11	13	63	54
GO:0043419	urea catabolic process	biological process	976	831	1539	785	40	41	203	43	160	141	170	306	281	319	530	528	528	1227	1200	1180	261	320	667
GO:0043461	proton-transporting ATP synthase complex assembly	biological process	8	29	27	0	12	10	93	21	93	65	86	122	123	129	229	214	243	365	324	284	55	75	178
GO:0043462	regulation of ATPase activity	biological process	77	58	78	55	36	31	125	38	75	51	67	153	158	140	91	91	89	367	346	356	114	236	257
GO:0043495	protein anchor	molecular function	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	4	4	0	1	1
GO:0043531	ADP binding	molecular function	0	0	0	0	33	31	209	63	44	36	53	116	118	114	18	22	21	20	17	31	12	15	15
GO:0043546	molybdopterin cofactor binding	molecular function	0	0	0	0	0	2	9	2	7	5	2	11	18	14	1	1	2	3	0	1	0	0	0
GO:0043548	phosphatidylinositol 3-kinase binding	molecular function	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0043565	sequence-specific DNA binding	molecular function	12093	10685	19907	11096	2278	2279	10804	5042	7800	7609	7391	10095	9707	9590	23944	23718	23275	48168	47286	46358	7964	12599	24609
GO:0043571	maintenance of CRISPR repeat elements	biological process	7608	6126	11220	5623	173	216	966	273	655	597	591	1203	1107	1116	2164	2103	2177	2384	2462	2448	662	1217	1429
GO:0043631	RNA polyadenylation	biological process	0	0	0	0	2	0	1	2	3	3	3	2	1	2	7	5	3	16	28	22	8	19	49
GO:0043666	regulation of phosphoprotein phosphatase activity	biological process	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	2	2	0	0	4	5
GO:0043683	type IV pilus biogenesis	biological process	52	66	159	120	11	7	42	8	35	26	25	22	32	23	92	103	100	446	478	474	9	4	18
GO:0043711	pilus organization	biological process	2	1	0	0	0	2	0	2	2	0	1	0	0	0	0	0	0	254	214	217	0	0	10
GO:0043752	adenosylcobinamide kinase activity	molecular function	1348	1175	2163	1094	51	66	342	57	159	144	145	337	327	313	1227	1204	1096	2227	2336	2150	228	368	780
GO:0043768	S-ribosylhomocysteine lyase activity	molecular function	0	0	0	0	4	1	11	5	106	110	122	36	34	35	34	28	27	41	38	35	29	135	322
GO:0043772	acyl-phosphate glycerol-3-phosphate acyltransferase activity	molecular function	1147	1031	1934	1045	207	233	1117	304	725	731	655	951	933	950	2145	1986	2024	3014	2940	3002	919	1802	2111
GO:0043773	coenzyme F420-0 gamma-glutamyl ligase activity	molecular function	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043828	tRNA 2-selenouridine synthase activity	molecular function	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0043874	acireductone synthase activity	molecular function	15	15	48	41	0	0	8	2	0	0	0	0	0	1	1	0	0	5	3	2	0	0	0
